1538857154 2 941489
1538857551 399 795224
1538857932 780 657584
1538858301 1149 876295
1538858682 1530 766520
1538859051 1899 714245
1538859419 2267 649668
1538859786 2634 541390
1538860154 3002 790708
1538860535 3383 740312
1538860897 3745 555234
1538861266 4114 707960
1538861634 4482 730325
1538861937 4785 738070
1538862240 5088 733230
1538862543 5391 718025
1538862846 5694 762985
1538863150 5998 716830
1538863453 6301 747640
1538863826 6674 751940
1538864129 6977 750035
1538864432 7280 64705
