1538857154 2 1 941489
1538857551 399 2 795227
1538857932 780 2 657585
1538858301 1149 1 876297
1538858682 1530 2 766526
1538859051 1899 2 714251
1538859419 2267 2 649670
1538859786 2634 2 649670
1538860154 3002 2 790708
1538860535 3383 2 740316
1538860897 3745 2 740316
1538861266 4114 2 707962
1538861634 4482 2 730328
1538861937 4785 2 738073
1538862240 5088 2 733233
1538862543 5391 2 718027
1538862846 5694 2 762987
1538863150 5998 2 716834
1538863453 6301 2 747641
1538863826 6674 2 751944
1538864129 6977 2 750035
1538864432 7280 2 64706
